1,121.92404572032389,1,500
4,456.6884766346358,2,500
4,471.74962190787096,3,500
4,451.85337435235505,4,500
4,454.3722561850124,5,500
4,463.565160891667,6,500
4,461.6427732702216,7,500
4,454.2493362215317,8,500
4,457.16044551713986,9,500
4,453.04059527072855,10,500
4,449.53734449029895,11,500
4,432.5453303607762,12,500
4,418.8483517724188,13,500
4,446.47929937091214,14,500
4,461.52364560441725,15,500
4,460.8180043639591,16,500
4,462.3532900825093,17,500
4,444.2179833826443,18,500
4,462.25435490560176,19,500
4,436.2669970967322,20,500
4,463.1847943404946,21,500
4,463.13018216748605,22,500
4,443.8473077078201,23,500
4,299.0090586989357,24,500
7,781.3116530865584,25,500
6,658.8370427401709,26,500
6,606.0511713250959,27,500
6,675.2762644022798,28,500
4,459.35740581932623,29,500
4,460.1179564487628,30,500
4,447.0614453151811,31,1500
7,783.7708094363752,32,1500
9,1121.152847632808,33,1500
11,1545.1713893701271,34,1500
11,1532.749998850118,35,1500
11,1432.7857551655793,36,1500
11,1508.9961527776327,37,1500
11,1449.1452719090773,38,1500
11,1449.5252233143356,39,1500
11,1465.6773704826132,40,1500
11,1439.9025372671294,41,1500
11,1443.9491177369114,42,1500
11,1482.8151526363772,43,1500
11,1401.9900963651723,44,1500
11,1512.85997861774,45,1500
11,1506.9105813076308,46,1500
11,1520.8632265069393,47,1500
11,1494.0939086423307,48,1500
11,1574.2818358913978,49,1500
11,1527.5235236679043,50,1500
11,1419.5201417778007,51,1500
11,1459.2166666857365,52,1500
11,1521.3918023455778,53,1500
11,984.7654135975039,54,1500
13,1745.482519313049,55,1500
11,1493.1615173100363,56,1500
11,1296.1102924304264,57,1500
14,2022.880804763787,58,1500
12,1520.7892628111174,59,1500
12,1537.5091994171387,60,1500
12,1511.2801930278263,61,1000
10,1208.5300957497636,62,1000
8,963.9059145256504,63,1000
8,937.0133197271898,64,1000
8,928.6842526588939,65,1000
8,955.287464633876,66,1000
8,992.9529380881452,67,1000
8,949.9225007570552,68,1000
8,949.5049385353484,69,1000
8,914.929620155291,70,1000
8,966.8006079540393,71,1000
8,991.7629475465105,72,1000
8,956.7940783466045,73,1000
8,967.7717811372678,74,1000
8,925.8604724887139,75,1000
8,933.130406830519,76,1000
8,928.3729701625119,77,1000
8,964.9456145987118,78,1000
8,983.1335137148518,79,1000
8,941.4360497677636,80,1000
8,946.528220061991,81,1000
8,809.5654153665758,82,1000
11,1417.0778365359124,83,1000
9,1008.3703434220331,84,1000
9,789.6854373120713,85,1000
12,1534.6393918461852,86,1000
10,1256.8020624187757,87,1000
8,955.7737600026793,88,1000
8,993.6351209095266,89,1000
8,995.8223841844539,90,1000
8,969.4541957049995,91,600
6,658.3066141849058,92,600
6,745.1801603229381,93,600
6,734.0981097556149,94,600
6,676.2620516929892,95,600
6,685.3326171081148,96,600
6,730.3337277897821,97,600
6,710.7207398722861,98,600
6,697.2328750050242,99,600
6,674.8843117665298,100,600
6,685.5873697385388,101,600
6,714.8389673970447,102,600
6,716.232279917075,103,600
6,669.6432422013025,104,600
6,687.0123710939674,105,600
6,680.8221013226297,106,600
6,669.4007583840449,107,600
6,684.3952752646072,108,600
6,674.6408419816158,109,600
6,691.0065748018178,110,600
6,710.5172366687185,111,600
6,688.1834939814819,112,600
6,717.1050213939101,113,600
6,783.9306531752846,114,600
4,295.1940432948636,115,600
7,821.9483037084298,116,600
5,590.796070096408,117,600
5,569.7406363214177,118,600
5,566.7639000415511,119,600
5,561.3098456478879,120,600
5,562.2137349591019,121,2100
8,974.1558650147456,122,2100
11,1531.4668917547826,123,2100
13,1851.7948344231695,124,2100
16,2188.1946342394817,125,2100
16,2276.481649454218,126,2100
15,2060.304424678518,127,2100
15,2126.9968558834776,128,2100
15,2162.773279754511,129,2100
15,2252.8049789326815,130,2100
15,2132.2813553241012,131,2100
15,2172.459773172517,132,2100
15,2229.9677278897566,133,2100
15,2226.2956431102552,134,2100
15,1906.8439815707284,135,2100
18,2483.9317868999474,136,2100
16,2322.4331633752818,137,2100
14,2067.6059105386416,138,2100
14,2045.187113294688,139,2100
14,2066.5297993333893,140,2100
14,2011.4896411475543,141,2100
14,1993.5611571910474,142,2100
14,1990.7476860356578,143,2100
14,2021.6316663578577,144,2100
14,1405.7009671732092,145,2100
17,2189.5384675225205,146,2100
17,2430.756512927283,147,2100
15,2176.238322243897,148,2100
15,2161.6886914340284,149,2100
15,2181.0724543404376,150,2100
