1000,111.71534859635616,888.2846514036438,1,9
1000,1157.2683699615995,-157.26836996159955,9,8
1000,1018.8809064771535,-18.88090647715353,8,8
1000,1229.749209781029,-229.7492097810291,8,7
1000,893.8308687032787,106.16913129672128,7,8
1000,916.1106182675022,83.88938173249778,8,9
1000,1032.1661629563794,-32.16616295637937,9,9
1000,966.6537680754957,33.34623192450431,9,9
1000,1002.3581826992474,-2.358182699247436,9,9
1000,970.2827670100738,29.717232989926174,9,9
1000,1084.8747337261334,-84.8747337261334,9,8
1000,872.337241055212,127.66275894478804,8,9
1000,961.390567740978,38.609432259022014,9,9
1000,1056.1484705936573,-56.148470593657294,9,9
1000,1122.0015907812399,-122.00159078123988,9,8
1000,851.1266191055407,148.87338089445927,8,9
1000,981.8986890238145,18.10131097618546,9,9
1000,965.3636653064194,34.63633469358058,9,9
1000,966.0697950231727,33.930204976827326,9,9
1000,1081.2560500807206,-81.25605008072057,9,8
1000,941.4445364606477,58.55546353935233,8,8
1000,854.9499060308208,145.05009396917922,8,9
1000,750.3397413799307,249.66025862006927,9,12
1000,1194.1078292286804,-194.10782922868043,12,10
1000,1064.3920966340331,-64.39209663403312,10,9
1000,958.5078203880854,41.492179611914594,9,9
1000,946.8029694314577,53.197030568542345,9,10
1000,1068.5496355151354,-68.54963551513538,10,9
1000,917.2656786489902,82.73432135100984,9,10
1000,1062.535683343359,-62.535683343359096,10,9
1000,926.0718710049711,73.92812899502894,9,10
1000,1050.7439901319933,-50.743990131993314,10,10
1000,1045.2832677167419,-45.283267716741875,10,10
1000,1021.5220821424036,-21.522082142403633,10,10
1000,1063.8940598518386,-63.89405985183862,10,9
1000,781.8815891300642,218.11841086993581,9,12
1000,712.4202942201412,287.57970577985884,12,15
1000,810.1639414422901,189.83605855770986,15,15
1000,706.3759300356728,293.6240699643272,15,15
1000,781.0232403940465,218.97675960595348,15,15
1000,792.069907375801,207.930092624199,15,15
1000,728.2889476714557,271.71105232854427,15,15
1000,819.6438065933123,180.35619340668768,15,15
1000,742.1137861527567,257.8862138472433,15,15
1000,771.9835326593493,228.0164673406507,15,15
1000,813.6911922359941,186.3088077640059,15,15
1000,735.5918614526339,264.4081385473661,15,15
1000,818.8224592318753,181.1775407681247,15,15
1000,733.1802996111473,266.81970038885265,15,15
1000,769.3816844972371,230.61831550276293,15,15
1000,108.87110219047817,891,1,4
1000,295.0508424928822,705,4,7
1000,790.5269355239423,209,7,8
1000,880.5987198846929,119,8,9
1000,967.9653729002807,32,9,10
1000,967.053181943504,33,10,11
1000,1091.6205915009098,-92,11,11
1000,1097.1775476095704,-97,11,11
1000,1130.6838523953536,-131,11,11
1000,1117.7768072900521,-118,11,11
1000,731.5505183977915,268,11,13
1000,737.7810919952899,262,13,15
1000,795.4991378685191,205,15,16
1000,723.7326532233827,276,16,18
1000,814.6151808247392,185,18,19
1000,728.9051527840372,271,19,20
1000,750.9660353048092,249,20,20
1000,814.4375914950593,186,20,20
1000,739.0782766248116,261,20,20
1000,812.7697223866378,187,20,20
1000,784.7482921029341,215,20,20
1000,733.020514677269,267,20,20
1000,830.9811668148385,169,20,20
1000,722.0784684721875,278,20,20
1000,797.595607266777,202,20,20
1000,769.6724743673432,230,20,20
1000,731.5920831628197,268,20,20
1000,832.673658772363,167,20,20
1000,728.3746980205771,272,20,20
1000,775.5787350763002,224,20,20
