prefetch_count,arrival_rate,sample_id,setpoint
1,131.87786084364868,1,500
3,476.11751426045265,2,500
4,513.9232919648492,3,500
4,649.2653640079741,4,500
4,507.05645113915426,5,500
4,494.5240110885756,6,500
4,324.6655324076515,7,500
5,603.3894815720324,8,500
5,615.3931985143357,9,500
5,634.3149610933791,10,500
5,629.9255227000888,11,500
5,668.1949416670269,12,500
5,676.6992182390079,13,500
5,643.7532853206288,14,500
5,734.2837358139144,15,500
5,627.9740370870666,16,500
5,637.0375236330349,17,500
5,608.2518827572211,18,500
5,634.702542341844,19,500
5,711.9165424823915,20,500
5,694.6017835328482,21,500
5,720.9607215684497,22,500
5,641.0972556104422,23,500
5,704.5461727781448,24,500
5,688.0792451279749,25,500
5,681.900480051223,26,500
5,667.7030946892628,27,500
5,622.7617184828151,28,500
5,666.1404371558524,29,500
5,606.9607330137326,30,500
5,668.0734104600286,31,1500
8,1064.3146244600046,32,1500
10,1253.4705188417856,33,1500
11,1518.0175383066353,34,1500
11,1603.3656686277461,35,1500
12,1635.2611736066292,36,1500
12,1040.775551566802,37,1500
14,2024.3360949451649,38,1500
13,1630.63420930617,39,1500
13,1678.165221217072,40,1500
13,1703.9374041779133,41,1500
12,1836.3548789319475,42,1500
12,1665.5131831475114,43,1500
12,1798.8483485033432,44,1500
12,1691.7686384421527,45,1500
12,1613.1852764717942,46,1500
12,1602.6010235597134,47,1500
12,1721.2196025635155,48,1500
12,1676.7557004986695,49,1500
12,1651.0598584677005,50,1500
12,1802.3379886743796,51,1500
12,1878.2554455195109,52,1500
12,1700.4845555414402,53,1500
12,1697.2928306566355,54,1500
12,1722.9174151230416,55,1500
12,1712.134006789154,56,1500
12,1518.4808425216431,57,1500
12,1784.352850046646,58,1500
12,1652.9743413305637,59,1500
12,1633.1751708786935,60,1500
12,1707.3143134521006,61,1000
10,1282.7643419343601,62,1000
9,1144.415596089658,63,1000
9,1234.1083037407968,64,1000
9,1070.9283155132805,65,1000
9,1160.3256077784936,66,1000
9,986.279419723524,67,1000
9,892.8198094635936,68,1000
10,1424.7098876717941,69,1000
9,1279.4929989107243,70,1000
9,1169.068859903452,71,1000
9,1347.5780002168515,72,1000
8,1051.2080520130298,73,1000
8,1046.3757033712036,74,1000
8,1107.181898435818,75,1000
8,1048.6130644993948,76,1000
8,1090.7251824010887,77,1000
8,1127.0615424834532,78,1000
8,1090.9164220517716,79,1000
8,982.9704212719403,80,1000
8,848.6052285021949,81,1000
9,1158.193836882095,82,1000
9,1199.4307386925225,83,1000
9,1274.3371541558276,84,1000
8,1129.564750280105,85,1000
8,1340.210453677739,86,1000
7,1066.1442555259323,87,1000
7,914.3487498195826,88,1000
8,1038.2577674634892,89,1000
8,1182.403496051368,90,1000
8,1086.5117927023962,91,700
7,951.348559517322,92,700
7,953.8185523304061,93,700
7,899.4679977662778,94,700
7,820.4738771169333,95,700
7,917.915469173605,96,700
7,857.9663395433156,97,700
7,594.7747243008447,98,700
8,1137.4938814120544,99,700
7,957.6525878455707,100,700
7,877.6319174194322,101,700
7,872.9694472081839,102,700
7,963.6938050280105,103,700
7,919.3843001645629,104,700
7,810.4832880148688,105,700
7,860.9711392295188,106,700
7,857.272137118961,107,700
7,916.5815087559184,108,700
7,838.9879792027554,109,700
7,891.2809383843236,110,700
7,936.7331153138581,111,700
7,835.1672456447403,112,700
7,927.1450795663133,113,700
7,993.0463478846552,114,700
7,910.9673625776447,115,700
7,892.8919337483367,116,700
7,876.907404144198,117,700
7,964.6921238555999,118,700
7,892.0806845499731,119,700
7,831.5043689912242,120,700
7,896.7163947939055,121,2100
10,1400.8625267287762,122,2100
13,1713.7285899043616,123,2100
15,2230.209689126846,124,2100
15,2285.583305297259,125,2100
15,2080.5051937108865,126,2100
15,2140.504900378132,127,2100
15,1598.0204819584999,128,2100
18,2891.5293435546823,129,2100
16,2308.206882290339,130,2100
15,2205.0721577096156,131,2100
15,2080.350953192243,132,2100
15,2080.7373107245758,133,2100
16,2345.697848799231,134,2100
16,2268.265584450903,135,2100
15,2149.7281022048246,136,2100
15,2376.1259164249245,137,2100
15,2231.7956401628835,138,2100
16,2080.2969728480657,139,2100
16,2308.8718389055266,140,2100
15,2075.5190347619036,141,2100
15,2270.895844084584,142,2100
15,2330.139926106531,143,2100
15,2243.4641684562416,144,2100
15,2142.5140907163373,145,2100
15,2115.5631568543927,146,2100
15,2046.0911203769595,147,2100
15,2051.2672510030316,148,2100
15,2228.1753966390597,149,2100
15,2024.6787001515497,150,2100
