prefetch_count,arrival_rate,sample_id,setpoint
1,110.30908620034552,1,500
3,342.65043796987254,2,500
4,488.6250192837941,3,500
5,670.6743183630051,4,500
5,602.7891221119003,5,500
5,696.6238387689966,6,500
5,611.8935499867831,7,500
5,438.3528233291312,8,500
6,481.10429179694034,9,500
6,573.9302507295221,10,500
6,677.1078616549377,11,500
6,797.6398720641403,12,500
5,597.0718846999142,13,500
5,572.8770270732948,14,500
5,442.3350182123762,15,500
6,732.2822520850713,16,500
6,676.0197145211191,17,500
6,698.7512497597769,18,500
6,540.1464932684534,19,500
6,742.485178446005,20,500
5,791.7119364542677,21,500
5,673.4895877303605,22,500
5,564.8610654535148,23,500
5,633.8760010958299,24,500
5,577.1846756476733,25,500
5,627.952435750356,26,500
5,606.9256232507529,27,500
5,622.3771226321799,28,500
5,645.392585029359,29,500
5,602.5795518825113,30,500
5,546.3825301876075,31,1500
8,933.6716911947852,32,1500
11,1206.5000552162255,33,1500
13,1173.7163607925029,34,1500
15,1696.3264048727522,35,1500
15,1559.8407224577052,36,1500
15,1716.9239153392743,37,1500
14,1458.8512452103887,38,1500
15,1296.734061483167,39,1500
16,1683.6447517154825,40,1500
15,1715.5704783772171,41,1500
15,1645.4435409470486,42,1500
15,1659.3111135320914,43,1500
15,1432.967324711639,44,1500
15,1776.1961422015213,45,1500
14,1376.109453944621,46,1500
15,1576.7196303075702,47,1500
16,1831.9900502660216,48,1500
15,1538.187003189004,49,1500
15,1528.6221971201846,50,1500
15,1655.8974852497863,51,1500
15,1624.4111349425516,52,1500
15,1658.8804899177055,53,1500
15,1552.3413973656325,54,1500
16,1845.276294702177,55,1500
15,1593.5316258353328,56,1500
15,1619.464812956642,57,1500
15,1639.4633213851123,58,1500
15,1481.5364375473837,59,1500
15,1788.3674821537495,60,1500
15,1704.0589622030266,61,1000
13,1482.7268617100167,62,1000
12,1430.5973773130793,63,1000
11,1339.1970032089089,64,1000
10,1234.0913324880823,65,1000
9,1092.4921333921277,66,1000
9,1079.742009023964,67,1000
9,1050.4218765239054,68,1000
9,776.729560886579,69,1000
11,1294.103854287792,70,1000
10,1176.2239525703949,71,1000
9,1164.6366346592938,72,1000
9,1147.8927677019249,73,1000
9,1026.363270491574,74,1000
9,1060.85130086428,75,1000
9,1171.575204012632,76,1000
9,1069.6431754416708,77,1000
9,1058.7138903342443,78,1000
9,1173.4406778072575,79,1000
9,1105.8096734910969,80,1000
9,1059.0021101853356,81,1000
9,1081.6687408577948,82,1000
9,1021.1735970973616,83,1000
9,1071.5001156885844,84,1000
9,1144.9303038056164,85,1000
9,1216.255477624655,86,1000
9,1135.291051279079,87,1000
9,1108.62627811301,88,1000
9,1083.4319538179473,89,1000
9,1083.6118852014874,90,1000
9,1197.0642818212236,91,700
8,1052.727181099829,92,700
7,867.071651873311,93,700
7,905.5496892662012,94,700
7,926.1480534287012,95,700
7,948.4185710655098,96,700
7,896.5983646031225,97,700
7,815.2045723532956,98,700
7,612.5443666927107,99,700
8,988.6650352356814,100,700
8,914.3029235890588,101,700
7,836.1150390657152,102,700
7,887.7718768743864,103,700
7,919.1610070146656,104,700
7,867.1481309219308,105,700
7,813.7209417563633,106,700
7,793.257760782352,107,700
7,815.6338894864391,108,700
7,777.1806484536476,109,700
7,884.7053884470241,110,700
7,838.4772593453602,111,700
7,778.5908794096499,112,700
7,831.0274245541461,113,700
7,817.5227870414986,114,700
7,895.1886941236312,115,700
7,804.3911008563311,116,700
7,894.6650397474517,117,700
7,792.4310080374069,118,700
7,851.3579540387519,119,700
7,882.4125256967183,120,700
7,824.0857562013276,121,2100
10,1245.8907220282515,122,2100
13,1698.709501727448,123,2100
16,2301.4389830444866,124,2100
16,2105.1527282800625,125,2100
16,2207.928923423046,126,2100
16,2521.0700498953597,127,2100
15,1968.7612485306563,128,2100
16,2231.0725330163486,129,2100
16,1365.6255920633523,130,2100
19,2377.983211388614,131,2100
18,2555.8770230444243,132,2100
16,2270.8373378939614,133,2100
16,2268.372418073527,134,2100
16,2327.618185495508,135,2100
16,2168.940671080931,136,2100
16,2280.00612264644,137,2100
15,2380.3508908329723,138,2100
15,2176.7558967028226,139,2100
15,2144.6753886776173,140,2100
15,2035.374319899138,141,2100
15,2000.5371476030527,142,2100
15,1978.6581513991296,143,2100
15,2207.728040880451,144,2100
15,1993.0114023057924,145,2100
16,2422.420046885314,146,2100
16,2438.595617901048,147,2100
15,2313.340000681646,148,2100
15,2240.0064142777223,149,2100
15,2083.772635564684,150,2100
