prefetch_count,arrival_rate,sample_id,setpoint
1,185.84679177860207,1,500
3,463.9032208698501,2,500
3,382.1121533636556,3,500
4,351.2883795962504,4,500
6,663.4991514995232,5,500
5,643.5549308207653,6,500
4,504.69805872981055,7,500
4,493.24593526738965,8,500
4,561.8881370795829,9,500
4,502.8818825276305,10,500
4,587.8152240802832,11,500
3,470.9971802503509,12,500
3,403.1480686086144,13,500
4,546.129985724149,14,500
4,537.7793249193487,15,500
4,505.7116381833732,16,500
4,526.2635810937904,17,500
4,488.14180814786846,18,500
4,512.5867050928362,19,500
4,522.8657093997873,20,500
4,519.4373664283305,21,500
4,521.7750190041177,22,500
4,522.4684886723502,23,500
4,531.486516533747,24,500
4,516.520807032669,25,500
4,487.9132712871443,26,500
4,495.7277580979057,27,500
4,523.5480160541433,28,500
4,534.189874822149,29,500
4,528.4908599035775,30,500
4,498.84335336821886,31,1500
12,1830.7821419353336,32,1500
11,1484.6211544645291,33,1500
11,1324.7023558327546,34,1500
12,1040.4600829247065,35,1500
15,1989.926255904989,36,1500
11,1524.332675201087,37,1500
11,1426.579118393362,38,1500
12,1512.3832963512064,39,1500
12,1509.554797321183,40,1500
12,1469.3114865905509,41,1500
12,1601.3233535216011,42,1500
11,1376.4137902579275,43,1500
11,1126.9840791641468,44,1500
11,1486.8914691562736,45,1500
11,1511.7664517813894,46,1500
12,1456.3879186591282,47,1500
12,1661.589286069771,48,1500
11,1282.9373382851536,49,1500
12,1660.0107825847494,50,1500
11,1538.4982553298216,51,1500
11,1343.3048391122145,52,1500
11,1475.0963881115813,53,1500
11,1478.7081124246658,54,1500
11,1508.3396835063625,55,1500
11,1470.0795399650196,56,1500
11,1394.079489643363,57,1500
12,1499.4157855699857,58,1500
12,1513.453457940342,59,1500
10,1307.7419881204942,60,1500
12,1659.7193789767605,61,1000
7,1016.641195339188,62,1000
7,976.2927188100864,63,1000
7,868.2911465387378,64,1000
8,676.8072160483712,65,1000
12,1521.8496311239264,66,1000
7,952.6678549824368,67,1000
8,1036.3672057726142,68,1000
8,1075.4970169575647,69,1000
8,1049.37550198205,70,1000
8,1041.407287025271,71,1000
8,1061.0292399949813,72,1000
8,1152.6488302940004,73,1000
7,1119.5473807568385,74,1000
6,834.8293756311564,75,1000
7,845.9269884483889,76,1000
8,1208.516612601045,77,1000
7,1075.074527286413,78,1000
7,1412.7803107163818,79,1000
5,1060.4508631234266,80,1000
5,1063.3057484797123,81,1000
5,1022.7514879056832,82,1000
5,920.2501253105715,83,1000
5,1161.1041518641605,84,1000
4,909.3306526712066,85,1000
4,933.0595799559254,86,1000
4,656.6391346449391,87,1000
6,844.3043863025348,88,1000
7,1136.321117711544,89,1000
6,800.8487533464812,90,1000
8,1125.0072315507662,91,700
5,609.4971756079302,92,700
5,611.0675201306223,93,700
6,771.0561648946735,94,700
5,525.0175730640083,95,700
7,821.351025631516,96,700
6,738.4319310061173,97,700
6,833.4647215659194,98,700
5,636.0198656276806,99,700
6,727.5661226448944,100,700
6,744.9718435681556,101,700
6,748.5540668843998,102,700
6,751.0464045764728,103,700
6,793.9366478088074,104,700
5,635.8183155820343,105,700
5,553.1090835627725,106,700
6,785.8853933801696,107,700
6,803.5605288911966,108,700
5,589.7411706626963,109,700
6,738.1895205809103,110,700
6,784.7453095556245,111,700
5,631.384966774052,112,700
5,669.1895937820515,113,700
5,598.9077938668354,114,700
6,761.7982488800651,115,700
6,897.2176459924259,116,700
5,597.2257390198137,117,700
6,712.8907356681357,118,700
6,846.7497988663991,119,700
5,736.963693609457,120,700
5,803.6375093450425,121,2100
12,2107.682781384849,122,2100
12,1796.7461064052015,123,2100
15,2226.1264717432337,124,2100
14,2309.896466679791,125,2100
14,1758.9087044968317,126,2100
15,2277.418289063949,127,2100
13,1977.7843498172467,128,2100
14,1955.3284456682088,129,2100
15,2311.65201720409,130,2100
13,2108.7504545488614,131,2100
13,2099.644150023974,132,2100
12,1840.11076112581,133,2100
14,2101.153724245653,134,2100
13,2243.383971105933,135,2100
13,1785.4712044619005,136,2100
15,1975.689263401912,137,2100
15,2141.9894326988992,138,2100
15,2360.9793212030577,139,2100
15,2277.2155994167306,140,2100
14,2015.838416110274,141,2100
14,2040.236520340336,142,2100
13,1816.642807928317,143,2100
15,2380.813184602457,144,2100
14,2051.1058650115106,145,2100
15,2109.461675424973,146,2100
15,2078.6925412115224,147,2100
15,2030.997326364671,148,2100
15,2327.295161303038,149,2100
14,2012.155075698732,150,2100
