prefetch_count,arrival_rate,sample_id,setpoint
1,130.08765280375928,1,1000
4,447.1423068761036,2,1000
7,758.5649729230918,3,1000
9,1095.7582400619142,4,1000
9,1145.860042548228,5,1000
9,1210.0891970340374,6,1000
9,985.416305453753,7,1000
10,1096.1297210911143,8,1000
10,719.8149965843396,9,1000
12,786.4163391660367,10,1000
13,712.6888193787777,11,1000
15,821.677412365521,12,1000
16,841.3577242172165,13,1000
17,703.8668724084183,14,1000
19,761.2849624611836,15,1000
20,783.0659885486173,16,1000
20,703.7902976626406,17,1000
20,827.939339297234,18,1000
20,747.1211785503606,19,1000
20,770.9437733411157,20,1000
20,794.7807216045759,21,1000
20,698.8437258875877,22,1000
20,817.5366214761444,23,1000
20,740.2962228920055,24,1000
20,744.5716240429509,25,1000
20,806.8668016020229,26,1000
20,715.4392189283477,27,1000
20,809.3824801610904,28,1000
20,745.5257005545865,29,1000
20,773.1478695735925,30,1000
20,808.4790260704132,31,1000
20,739.0986783885746,32,1000
20,808.8272733740928,33,1000
20,753.3549528545914,34,1000
20,755.8992070301745,35,1000
20,827.3257381783438,36,1000
20,718.7950258909028,37,1000
20,780.5207742305112,38,1000
20,776.7963322435003,39,1000
20,724.6273639771075,40,1000
20,821.5721435467841,41,1000
20,732.2094493290504,42,1000
20,768.041165059487,43,1000
20,772.4546520024782,44,1000
20,726.9564737663445,45,1000
20,811.4546129102257,46,1000
20,731.4304680510951,47,1000
20,750.8347139787226,48,1000
20,785.7797765428243,49,1000
20,719.0223317278378,50,1000
