1,113.61034263750788,1,1000
4,474.7595859369386,2,1000
7,930.9739639172632,3,1000
8,1030.02227886507,4,1000
8,1101.8935635585053,5,1000
8,982.3903147257838,6,1000
9,1282.647494052581,7,1000
8,934.7971917999705,8,1000
9,1246.4887304214342,9,1000
8,984.7524853716167,10,1000
9,890.4758276047037,11,1000
10,846.5981430285177,12,1000
11,1212.8655295263677,13,1000
11,1203.8935418117783,14,1000
11,1210.3361230172488,15,1000
11,1207.9115714013346,16,1000
11,1198.6491190461243,17,1000
11,1184.2074798593603,18,1000
11,1211.097365116348,19,1000
11,1222.0856949943404,20,1000
10,1092.7348284265784,21,1000
10,1114.5051254402113,22,1000
10,1116.0295680459353,23,1000
10,1042.7640474659584,24,1000
10,1085.0099278251014,25,1000
10,1112.9231330039956,26,1000
10,1096.7001158326034,27,1000
10,1086.9439052533605,28,1000
10,1118.1433876968092,29,1000
10,1092.5715396583726,30,1000
10,1125.1754909114018,31,1000
10,1102.909381702776,32,1000
10,1077.8348416202762,33,1000
10,1097.4083204566268,34,1000
10,1092.2718667726747,35,1000
10,1148.2722466798693,36,1000
10,1164.4218290087954,37,1000
10,1133.300023263827,38,1000
10,1158.6067747500092,39,1000
10,1124.5093107017922,40,1000
10,1165.5487369075145,41,1000
10,794.9876573179973,42,1000
11,1308.1590113050795,43,1000
10,1247.207422228026,44,1000
9,1115.3931389944587,45,1000
9,1119.3903047677893,46,1000
9,1128.6618358968626,47,1000
9,1129.1084938316255,48,1000
9,1129.770343657771,49,1000
9,1061.8328916844769,50,1000
